tox_cas_edf_id,tox_chemical_name,tox_references,tox_toxicity,tox_category
21829-25-4,Nifedipine,RTECS,respiratory,suspected
21829-25-4,Nifedipine,RTECS,skin sense,suspected
2186-24-5,"1,2-EPOXI-3-(P-TOLYLOXI)-PROPAN",SNCI,immunotoxicity,suspected
21908-53-2,MERCURIC OXIDE,P65-MC,developmental,recognized
2191-10-8,"Octanoic acid, cadmium salt",RTECS,gastrointestinal liver,suspected
2191-10-8,"Octanoic acid, cadmium salt",RTECS,neurotoxicity,suspected
2212-67-1,MOLINATE,"DPR-CIP, EPA-TRI",neurotoxicity,suspected
2212-67-1,MOLINATE,EPA-TRI,developmental,suspected
2212-67-1,MOLINATE,EPA-TRI,reproductive,suspected
2212-67-1,MOLINATE,JNIHS,endocrine,suspected
2212-67-1,MOLINATE,OPP-CAN,cancer,suspected
2212-67-1,MOLINATE,RTECS,cardiovascular blood,suspected
2212-67-1,MOLINATE,RTECS,gastrointestinal liver,suspected
22224-92-6,FENAMIPHOS,"DAN, DPR-CIP",neurotoxicity,suspected
2223-82-7,NEOPENTYL GLYCOL DIACRYLATE,EEC,skin sense,suspected
2223-82-7,NEOPENTYL GLYCOL DIACRYLATE,"EEC, SNCI",immunotoxicity,suspected
2223-93-0,CADMIUM STEARATE,P65-MC,cancer,recognized
2223-93-0,CADMIUM STEARATE,RTECS,cardiovascular blood,suspected
2223-93-0,CADMIUM STEARATE,RTECS,gastrointestinal liver,suspected
2223-93-0,CADMIUM STEARATE,RTECS,kidney,suspected
2223-93-0,CADMIUM STEARATE,RTECS,neurotoxicity,suspected
22248-79-9,STIROFOS,P65-CAND,cancer,suspected
22248-79-9,STIROFOS,RTECS,gastrointestinal liver,suspected
22248-79-9,STIROFOS,RTECS,neurotoxicity,suspected
22248-79-9,STIROFOS,RTECS,respiratory,suspected
2227-13-6,TETRASUL,RTECS,endocrine,suspected
2227-13-6,TETRASUL,RTECS,gastrointestinal liver,suspected
2227-13-6,TETRASUL,RTECS,neurotoxicity,suspected
2234-13-1,OCTACHLORONAPHTHALENE,EPA-SARA,reproductive,suspected
2234-13-1,OCTACHLORONAPHTHALENE,HAZMAP,gastrointestinal liver,suspected
2234-13-1,OCTACHLORONAPHTHALENE,HAZMAP,skin sense,suspected
2235-25-8,ETHYLMERCURIC PHOSPHATE,P65-MC,developmental,recognized
2235-25-8,ETHYLMERCURIC PHOSPHATE,RTECS,neurotoxicity,suspected
2238-07-5,"BIS(2,3-EPOXYPROPYL)ETHER",HAZMAP,skin sense,suspected
2238-07-5,"BIS(2,3-EPOXYPROPYL)ETHER","NAP, SNCI",immunotoxicity,suspected
2238-07-5,"BIS(2,3-EPOXYPROPYL)ETHER",RTECS,neurotoxicity,suspected
22398-80-7,INDIUM PHOSPHIDE,P65,cancer,recognized
224-42-0,"DIBENZ[A,J]ACRIDINE",P65,cancer,recognized
2243-62-1,"1,5-NAPHTHALENEDIAMINE",CPDB,cancer,suspected
2243-62-1,"1,5-NAPHTHALENEDIAMINE",RTECS,endocrine,suspected
2244-21-5,POTASSIUM DICHLORO ISOCYANURATE,RTECS,gastrointestinal liver,suspected
2244-21-5,POTASSIUM DICHLORO ISOCYANURATE,RTECS,neurotoxicity,suspected
22481-48-7,RADON-220,P65-MC,cancer,recognized
22494-42-4,Diflunisal,P65,developmental,recognized
22494-42-4,Diflunisal,P65,reproductive,recognized
22494-42-4,Diflunisal,RTECS,cardiovascular blood,suspected
22494-42-4,Diflunisal,RTECS,gastrointestinal liver,suspected
22494-42-4,Diflunisal,RTECS,neurotoxicity,suspected
22494-42-4,Diflunisal,RTECS,respiratory,suspected
22506-53-2,"3,9-DINITROFLUORANTHENE",P65,cancer,recognized
22569-72-8,ARSENIC (TRIVALENT),P65-MC,cancer,recognized
22569-72-8,ARSENIC (TRIVALENT),P65-MC,developmental,recognized
22591-21-5,"1,1-DICHLORO-3,3-DIMETHYL-2-BUTANONE",RTECS,neurotoxicity,suspected
226-36-8,"DIBENZ[A,H]ACRIDINE",P65,cancer,recognized
22781-23-3,BENDIOCARB,"DPR-CIP, EPA-TRI",neurotoxicity,suspected
2279-76-7,Tri-n-propyltin (TPrT),BKH,endocrine,suspected
22966-79-6,ESTRADIOL MUSTARD,P65-CAND,cancer,suspected
22967-92-6,METHYL MERCURY,IPCS,immunotoxicity,suspected
22967-92-6,METHYL MERCURY,"KLAA, LU",neurotoxicity,suspected
22967-92-6,METHYL MERCURY,MERCK,kidney,suspected
22967-92-6,METHYL MERCURY,P65,developmental,recognized
22967-92-6,METHYL MERCURY,P65-MC,cancer,recognized
2300-66-5,DIMETHYLAMINE DICAMBA,EPA-TRI,developmental,suspected
2303-16-4,DIALLATE,EPA-SARA,reproductive,suspected
2303-16-4,DIALLATE,"P65-CAND, SCDM",cancer,suspected
2303-16-4,DIALLATE,RTECS,cardiovascular blood,suspected
2303-16-4,DIALLATE,RTECS,gastrointestinal liver,suspected
2303-17-5,TRIALLATE,"EPA-TRI, RTECS",neurotoxicity,suspected
2303-17-5,TRIALLATE,OPP-CAN,cancer,suspected
23092-17-3,HALAZEPAM,P65,developmental,recognized
2310-17-0,PHOSALONE,DPR-CIP,neurotoxicity,suspected
2310-17-0,PHOSALONE,RTECS,cardiovascular blood,suspected
2312-35-8,PROPARGITE,P65,cancer,recognized
2312-35-8,PROPARGITE,P65,developmental,recognized
23135-22-0,OXAMYL,DPR-CIP,neurotoxicity,suspected
23184-66-9,BUTACHLOR,OPP-CAN,cancer,suspected
23214-92-8,ADRIAMYCIN,"KLAA, MERCK",kidney,suspected
23214-92-8,ADRIAMYCIN,P65,cancer,recognized
23214-92-8,ADRIAMYCIN,P65,developmental,recognized
23214-92-8,ADRIAMYCIN,P65,reproductive,recognized
23246-96-0,Riddelliine,"IARC, NTP-BR",cancer,suspected
23246-96-0,Riddelliine,RTECS,cardiovascular blood,suspected
23246-96-0,Riddelliine,RTECS,gastrointestinal liver,suspected
23386-52-9,"1,4-DICYCLOHEXYL SULFOBUTANEDIOATE SODIUM SALT",RTECS,neurotoxicity,suspected
23422-53-9,FORMETANATE HYDROCHLORIDE,DPR-CIP,neurotoxicity,suspected
23541-50-6,DAUNORUBICIN HYDROCHLORIDE,P65,developmental,recognized
23560-59-0,Heptenophos,RTECS,gastrointestinal liver,suspected
23560-59-0,Heptenophos,RTECS,neurotoxicity,suspected
23560-59-0,Heptenophos,RTECS,skin sense,suspected
23564-05-8,THIOPHANATE-METHYL,OPP-CAN,cancer,suspected
23564-05-8,THIOPHANATE-METHYL,P65,reproductive,recognized
23564-05-8,THIOPHANATE-METHYL,RTECS,cardiovascular blood,suspected
23564-05-8,THIOPHANATE-METHYL,RTECS,neurotoxicity,suspected
23564-05-8,THIOPHANATE-METHYL,RTECS,skin sense,suspected
23564-06-9,THIOPHANATE ETHYL,EPA-TRI,endocrine,suspected
2358-84-1,Diethylene glycol dimethacrylate,HAZMAP,immunotoxicity,suspected
2358-84-1,Diethylene glycol dimethacrylate,HAZMAP,skin sense,suspected
23696-28-8,Olaquindox,HAZMAP,immunotoxicity,suspected
23696-28-8,Olaquindox,HAZMAP,skin sense,suspected
23746-34-1,POTASSIUM BIS(2-HYDROXYETHYL)DITHIOCARBAMATE,RTECS,gastrointestinal liver,suspected
2385-85-5,MIREX,"ATSDR, RTECS",gastrointestinal liver,suspected
2385-85-5,MIREX,"BKH, EPA-SDWA, IL-EPA, JNIHS, KEIT, RTECS, WWF",endocrine,suspected
2385-85-5,MIREX,MERCK,kidney,suspected
2385-85-5,MIREX,P65,cancer,recognized
23950-58-5,PRONAMIDE,JNIHS,endocrine,suspected
23950-58-5,PRONAMIDE,P65,cancer,recognized
2409-55-4,1-HYDROXY-2-TERT-BUTYL-4-METHYLBENZENE,RTECS,gastrointestinal liver,suspected
2409-55-4,1-HYDROXY-2-TERT-BUTYL-4-METHYLBENZENE,RTECS,neurotoxicity,suspected
2409-55-4,1-HYDROXY-2-TERT-BUTYL-4-METHYLBENZENE,RTECS,respiratory,suspected
24124-25-2,"Stannane, tributyl[(1-oxo-9,12-octadecad",BKH,endocrine,suspected
24151-93-7,Piperophos,RTECS,neurotoxicity,suspected
2420-98-6,CADMIUM 2-ETHYLHEXANOATE,P65-MC,cancer,recognized
2422-79-9,12-METHYLBENZ(A)ANTHRACENE,RTECS,skin sense,suspected
2425-06-1,CAPTAFOL,DAN,neurotoxicity,suspected
2425-06-1,CAPTAFOL,"EEC, HAZMAP",immunotoxicity,suspected
2425-06-1,CAPTAFOL,"EEC, HAZMAP",skin sense,suspected
2425-06-1,CAPTAFOL,HAZMAP,respiratory,suspected
2425-06-1,CAPTAFOL,P65,cancer,recognized
2425-06-1,CAPTAFOL,RTECS,kidney,suspected
2425-79-8,BUTANEDIOLDIGLYCIDYL ETHER,EEC,skin sense,suspected
2425-79-8,BUTANEDIOLDIGLYCIDYL ETHER,"EEC, SNCI",immunotoxicity,suspected
2425-85-6,C.I. PIGMENT RED 3,CPDB,cancer,suspected
2425-85-6,C.I. PIGMENT RED 3,RTECS,cardiovascular blood,suspected
2425-85-6,C.I. PIGMENT RED 3,RTECS,gastrointestinal liver,suspected
2425-85-6,C.I. PIGMENT RED 3,RTECS,kidney,suspected
2426-08-6,"1-BUTOXY-2,3-EPOXYPROPANE","EEC, HAZMAP",skin sense,suspected
2426-08-6,"1-BUTOXY-2,3-EPOXYPROPANE","EEC, HAZMAP, SNCI",immunotoxicity,suspected
2426-08-6,"1-BUTOXY-2,3-EPOXYPROPANE",RTECS,neurotoxicity,suspected
2426-08-6,"1-BUTOXY-2,3-EPOXYPROPANE",RTECS,respiratory,suspected
2429-74-5,AIREDALE BLUE D,P65,cancer,recognized
2437-79-8,"2,2',4,4'-TETRACHLOROBIPHENYL (PCB-47)",BKH,endocrine,suspected
2437-79-8,"2,2',4,4'-TETRACHLOROBIPHENYL (PCB-47)",P65-MC,cancer,recognized
2437-79-8,"2,2',4,4'-TETRACHLOROBIPHENYL (PCB-47)",P65-MC,developmental,recognized
24382-04-5,"MALONALDEHYDE, SODIUM SALT",CPDB,cancer,suspected
24382-04-5,"MALONALDEHYDE, SODIUM SALT",RTECS,kidney,suspected
2439-01-2,"CHINOMETHIONAT (6-METHYL-1,3-DITHIOLO[4,5-B]QUINOX",EEC,immunotoxicity,suspected
2439-01-2,"CHINOMETHIONAT (6-METHYL-1,3-DITHIOLO[4,5-B]QUINOX",EEC,skin sense,suspected
2439-01-2,"CHINOMETHIONAT (6-METHYL-1,3-DITHIOLO[4,5-B]QUINOX",EPA-TRI,gastrointestinal liver,suspected
2439-01-2,"CHINOMETHIONAT (6-METHYL-1,3-DITHIOLO[4,5-B]QUINOX",P65,cancer,recognized
2439-01-2,"CHINOMETHIONAT (6-METHYL-1,3-DITHIOLO[4,5-B]QUINOX",P65,developmental,recognized
2439-10-3,DODINE,RTECS,gastrointestinal liver,suspected
24390-14-5,DOXYCYCLINE HYCLATE (INTERNAL USE),P65,developmental,recognized
24470-76-6,BIS(ISOBUTYL) MERCURY,P65-MC,developmental,recognized
2451-62-9,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIONE, 1,3,5-TRIS(OXIRANYLMETHYL)- (9CI)",HAZMAP,immunotoxicity,suspected
2451-62-9,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIONE, 1,3,5-TRIS(OXIRANYLMETHYL)- (9CI)",HAZMAP,respiratory,suspected
2451-62-9,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIONE, 1,3,5-TRIS(OXIRANYLMETHYL)- (9CI)",HAZMAP,skin sense,suspected
24549-06-2,2-ETHYL-6-METHYLANILINE,RTECS,neurotoxicity,suspected
24554-26-5,N-[4-(5-NITRO-2-FURYL)-2-THIAZOLYL] FORMAMIDE,CPDB,cancer,suspected
24554-26-5,N-[4-(5-NITRO-2-FURYL)-2-THIAZOLYL] FORMAMIDE,RTECS,gastrointestinal liver,suspected
24554-26-5,N-[4-(5-NITRO-2-FURYL)-2-THIAZOLYL] FORMAMIDE,RTECS,kidney,suspected
24613-89-6,CHROMIUM (III) CHROMATE,EEC,immunotoxicity,suspected
24613-89-6,CHROMIUM (III) CHROMATE,EEC,skin sense,suspected
24613-89-6,CHROMIUM (III) CHROMATE,P65-MC,cancer,recognized
2465-27-2,AURAMINE-O,CPDB,cancer,suspected
2465-27-2,AURAMINE-O,RTECS,gastrointestinal liver,suspected
2467-02-9,Bisphenol F,"JNIHS, WWF",endocrine,suspected
2475-45-8,DISPERSE BLUE 1,P65,cancer,recognized
2475-45-8,DISPERSE BLUE 1,RTECS,kidney,suspected
2499-58-3,"2-Propenoic acid, heptyl ester",RTECS,neurotoxicity,suspected
25013-15-4,VINYLTOLUENE,"DAN, HAZMAP",neurotoxicity,suspected
25013-15-4,VINYLTOLUENE,RTECS,gastrointestinal liver,suspected
25013-15-4,VINYLTOLUENE,RTECS,respiratory,suspected
25013-15-4,VINYLTOLUENE,RTECS,skin sense,suspected
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),HAZMAP,immunotoxicity,suspected
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),HAZMAP,skin sense,suspected
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),"JNIHS, WWF",endocrine,suspected
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),P65,cancer,recognized
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),RTECS,gastrointestinal liver,suspected
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),RTECS,neurotoxicity,suspected
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),RTECS,respiratory,suspected
25035-71-6,Toluenesulfonamide formaldehyde resin,HAZMAP,immunotoxicity,suspected
25035-71-6,Toluenesulfonamide formaldehyde resin,HAZMAP,skin sense,suspected
25068-38-6,"(CHLOROMETHYL)OXIRANE, 4,4'-(1-METHYLETHYLIDENE)BISPHENOL COPOLYMER",EEC,immunotoxicity,suspected
25068-38-6,"(CHLOROMETHYL)OXIRANE, 4,4'-(1-METHYLETHYLIDENE)BISPHENOL COPOLYMER","EEC, KLAA",skin sense,suspected
25068-38-6,"(CHLOROMETHYL)OXIRANE, 4,4'-(1-METHYLETHYLIDENE)BISPHENOL COPOLYMER",RTECS,kidney,suspected
25068-38-6,"(CHLOROMETHYL)OXIRANE, 4,4'-(1-METHYLETHYLIDENE)BISPHENOL COPOLYMER",RTECS,neurotoxicity,suspected
25068-38-6,"(CHLOROMETHYL)OXIRANE, 4,4'-(1-METHYLETHYLIDENE)BISPHENOL COPOLYMER",RTECS,respiratory,suspected
25122-46-7,CLOBETASOL PROPIONATE,P65,developmental,recognized
25122-46-7,CLOBETASOL PROPIONATE,P65,reproductive,recognized
25134-21-8,"1,2,3,6-TETRAHYDROMETHYL-3,6-METHANOPHTHALIC ANHYDRIDE",SNCI,immunotoxicity,suspected
25154-52-3,"2,6-DIMETHYL-4-HEPTYLPHENOL, (O AND P)","JNIHS, WWF",endocrine,suspected
25154-54-5,DINITROBENZENE,DAN,neurotoxicity,suspected
25154-54-5,DINITROBENZENE,"DIPA, MALA",gastrointestinal liver,suspected
25154-54-5,DINITROBENZENE,P65-MC,reproductive,recognized
25154-55-6,"NITROPHENOLS, ALL ISOMERS",STAC,neurotoxicity,suspected
25155-30-0,SODIUM DODECYLBENZENE SULFONATE,RTECS,gastrointestinal liver,suspected
25155-30-0,SODIUM DODECYLBENZENE SULFONATE,RTECS,neurotoxicity,suspected
25167-80-0,CHLOROPHENOLS,ATSDR,gastrointestinal liver,suspected
25167-80-0,CHLOROPHENOLS,ATSDR,immunotoxicity,suspected
25167-80-0,CHLOROPHENOLS,"IARC, P65-MC",cancer,suspected
25167-82-2,TRICHLOROPHENOLS,P65-MC,cancer,suspected
25167-83-3,TETRACHLOROPHENOLS,OEHHA-CREL,gastrointestinal liver,suspected
25168-26-7,"2,4-D, ISOOCTYL ESTER",JANK,developmental,suspected
2524-03-0,DIMETHYL CHLOROTHIOPHOSPHATE,EPA-TRI,developmental,suspected
2524-04-1,CHLORURE DE DIETHYLTHIOPHOSPHORYLE,RTECS,cardiovascular blood,suspected
2524-04-1,CHLORURE DE DIETHYLTHIOPHOSPHORYLE,RTECS,gastrointestinal liver,suspected
2524-04-1,CHLORURE DE DIETHYLTHIOPHOSPHORYLE,RTECS,skin sense,suspected
25265-76-3,PHENYLENEDIAMINE,EEC,immunotoxicity,suspected
25265-76-3,PHENYLENEDIAMINE,EEC,skin sense,suspected
25311-71-1,ISOFENPHOS,EPA-TRI,neurotoxicity,suspected
25316-40-9,Adriamycin (Doxorubicin hydrochloride),NTP-C,cancer,suspected
25316-40-9,Adriamycin (Doxorubicin hydrochloride),RTECS,cardiovascular blood,suspected
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),"DAN, RTECS",neurotoxicity,suspected
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),HAZMAP,immunotoxicity,suspected
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),HAZMAP,skin sense,suspected
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),"HAZMAP, KLAA",cardiovascular blood,suspected
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),P65,reproductive,recognized
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),P65-MC,cancer,suspected
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),RTECS,respiratory,suspected
25321-22-6,DICHLOROBENZENE (MIXED ISOMERS),P65-MC,cancer,suspected
25322-68-3,POLYETHYLENE GLYCOL,HARV,skin sense,suspected
25322-68-3,POLYETHYLENE GLYCOL,RTECS,kidney,suspected
25323-68-6,TRI-PCB,P65-MC,cancer,recognized
25323-68-6,TRI-PCB,P65-MC,developmental,recognized
25323-89-1,TRICHLOROETHANE (ALL ISOMERS),P65-MC,cancer,suspected
25340-17-4,"BENZENE, DIETHYL- (8CI)(9CI)",RTECS,neurotoxicity,suspected
2536-05-2,"DIFENYLMETAN-2,2'-DIISOCYANAT",SNCI,immunotoxicity,suspected
25376-45-8,DIAMINOTOLUENE (MIXED ISOMERS),JANK,developmental,suspected
25376-45-8,DIAMINOTOLUENE (MIXED ISOMERS),P65,cancer,recognized
2540-82-1,FORMOTHION,RTECS,gastrointestinal liver,suspected
2540-82-1,FORMOTHION,RTECS,neurotoxicity,suspected
25429-29-2,PENTA-PCB,P65-MC,cancer,recognized
25429-29-2,PENTA-PCB,P65-MC,developmental,recognized
2545-60-0,"2-PYRIDINECARBOXYLIC ACID, 4-AMINO-3,5,6-TRICHLORO-, MONOPOTASSIUM SALT",RTECS,cardiovascular blood,suspected
2545-60-0,"2-PYRIDINECARBOXYLIC ACID, 4-AMINO-3,5,6-TRICHLORO-, MONOPOTASSIUM SALT",RTECS,neurotoxicity,suspected
2545-60-0,"2-PYRIDINECARBOXYLIC ACID, 4-AMINO-3,5,6-TRICHLORO-, MONOPOTASSIUM SALT",RTECS,respiratory,suspected
2551-62-4,SULFUR HEXAFLUORIDE,DAN,neurotoxicity,suspected
2551-62-4,SULFUR HEXAFLUORIDE,HAZMAP,respiratory,suspected
25512-42-9,DI-PCB,P65-MC,cancer,recognized
25512-42-9,DI-PCB,P65-MC,developmental,recognized
25550-51-0,METYLHEXAHYDROFTALSYRAANHYDRID,SNCI,immunotoxicity,suspected
25550-58-7,DINITROPHENOLS,BRUC,endocrine,suspected
25550-58-7,DINITROPHENOLS,DIPA,gastrointestinal liver,suspected
25550-58-7,DINITROPHENOLS,HAZMAP,kidney,suspected
25550-58-7,DINITROPHENOLS,HAZMAP,skin sense,suspected
25550-58-7,DINITROPHENOLS,"HAZMAP, MALA",cardiovascular blood,suspected
25551-13-7,TRIMETHYLBENZENE,"DAN, HAZMAP",neurotoxicity,suspected
25551-28-4,NAPHTHALENE DIISOCYANATE,HAZMAP,immunotoxicity,suspected
25551-28-4,NAPHTHALENE DIISOCYANATE,HAZMAP,respiratory,suspected
25551-28-4,NAPHTHALENE DIISOCYANATE,HAZMAP,skin sense,suspected
2556-36-7,"1,4-CYCLOHEXANE DIISOCYANATE",EPA-TRI,respiratory,suspected
25569-80-6,"2,3'-Dichlorobiphenyl",P65-MC,cancer,recognized
25569-80-6,"2,3'-Dichlorobiphenyl",P65-MC,developmental,recognized
25586-43-0,"NAPHTHALENE, CHLORO-",RTECS,neurotoxicity,suspected
25606-41-1,PROPAMOCARB HYDROCHLORIDE,DPR-CIP,neurotoxicity,suspected
25620-58-0,"TRIMETHYL-1,6-HEXANDIAMIN",NAP,immunotoxicity,suspected
25639-42-3,METHYLCYCLOHEXANOL ALL ISOMER,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
25639-42-3,METHYLCYCLOHEXANOL ALL ISOMER,RTECS,gastrointestinal liver,suspected
25639-42-3,METHYLCYCLOHEXANOL ALL ISOMER,RTECS,kidney,suspected
25640-78-2,"(1-METHYLETHYL)-1,1'-BIPHENYL",RTECS,neurotoxicity,suspected
25646-71-3,CD 003,HAZMAP,immunotoxicity,suspected
25646-71-3,CD 003,HAZMAP,skin sense,suspected
25646-77-9,CD-4,HAZMAP,immunotoxicity,suspected
25646-77-9,CD-4,HAZMAP,skin sense,suspected
25655-41-8,"2-PYRROLIDINONE, 1-ETHENYL-, HOMOPOLYMER, COMPD. WITH IODINE",RTECS,cardiovascular blood,suspected
25655-41-8,"2-PYRROLIDINONE, 1-ETHENYL-, HOMOPOLYMER, COMPD. WITH IODINE",RTECS,skin sense,suspected
2570-26-5,PENTADECYLAMINE,RTECS,cardiovascular blood,suspected
2570-26-5,PENTADECYLAMINE,RTECS,gastrointestinal liver,suspected
2570-26-5,PENTADECYLAMINE,RTECS,neurotoxicity,suspected
2570-26-5,PENTADECYLAMINE,RTECS,respiratory,suspected
25735-29-9,TRICHLOROPROPANE (ALL ISOMERS),P65-MC,cancer,suspected
2578-75-8,"N-[5-(5-NITRO-2-FURYL)-1,3,4-THIADIAZOL-2-YL]ACETAMIDE",CPDB,cancer,suspected
2578-75-8,"N-[5-(5-NITRO-2-FURYL)-1,3,4-THIADIAZOL-2-YL]ACETAMIDE",RTECS,gastrointestinal liver,suspected
25812-30-0,gemfiborzil,P65,cancer,recognized
25812-30-0,gemfiborzil,P65,reproductive,recognized
25812-30-0,gemfiborzil,RTECS,gastrointestinal liver,suspected
25812-30-0,gemfiborzil,RTECS,kidney,suspected
25812-30-0,gemfiborzil,RTECS,neurotoxicity,suspected
25812-30-0,gemfiborzil,RTECS,respiratory,suspected
25843-45-2,dimethyldiazene-1-oxide (methylazoxymethane/azoxymethane),P65-CAND,cancer,suspected
25843-45-2,dimethyldiazene-1-oxide (methylazoxymethane/azoxymethane),RTECS,gastrointestinal liver,suspected
2587-90-8,"PHOSPHOROTHIOIC ACID, 0,0-DIMETHYL-5-(2-(M",RTECS,gastrointestinal liver,suspected
2593-15-9,TERRAZOLE,P65,cancer,recognized
2593-15-9,TERRAZOLE,RTECS,gastrointestinal liver,suspected
25962-77-0,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole",IARC,cancer,suspected
260-94-6,ACRIDINE,RTECS,neurotoxicity,suspected
26002-80-2,PHENOTHRIN,EPA-TRI,gastrointestinal liver,suspected
26002-80-2,PHENOTHRIN,"JNIHS, WWF",endocrine,suspected
26002-80-2,PHENOTHRIN,RTECS,kidney,suspected
26002-80-2,PHENOTHRIN,RTECS,neurotoxicity,suspected
2602-46-2,DIRECT BLUE 6,EPA-SARA,developmental,suspected
2602-46-2,DIRECT BLUE 6,P65,cancer,recognized
26027-38-3,NONOXYNOL,HAZMAP,immunotoxicity,suspected
26027-38-3,NONOXYNOL,HAZMAP,skin sense,suspected
26049-68-3,2-HYDRAZINO-4-(5-NITRO-2-FURYL)THIAZOLE,CPDB,cancer,suspected
26049-68-3,2-HYDRAZINO-4-(5-NITRO-2-FURYL)THIAZOLE,RTECS,gastrointestinal liver,suspected
26049-70-7,2-HYDRAZINO-4-(P-NITROPHENYL) THIAZOLE,CPDB,cancer,suspected
26049-71-8,2-HYDRAZINO-4-(P-AMINOPHENYL)THIAZOLE,CPDB,cancer,suspected
26062-79-3,POLY(DIMETHYLDIALLYLAMMINIUM CHLORIDE),RTECS,neurotoxicity,suspected
26062-79-3,POLY(DIMETHYLDIALLYLAMMINIUM CHLORIDE),RTECS,respiratory,suspected
26087-47-8,Iprobenfos,RTECS,cardiovascular blood,suspected
26087-47-8,Iprobenfos,RTECS,neurotoxicity,suspected
26148-68-5,"2-AMINO-9H-PYRIDO (2,3-B) INDOLE (A-ALPHA-C)",P65,cancer,recognized
26172-55-4,5-KLOR-2-METYL-4-ISOTIAZOLIN-3-ON OCH 2-METYL-4-ISOTIAZOLIN-3-ON (I FÖRHÅLLANDE 3:1) >15PPM,"NAP, SNCI",immunotoxicity,suspected
26239-64-5,"Stannane, tributyl[[[1,2,3,4,4a,4b,5,6,1",BKH,endocrine,suspected
26266-68-2,2-ETHYLHEXENAL,RTECS,neurotoxicity,suspected
2634-33-5,"1,2-BENZISOTHIAZOLIN-3-ONE",HAZMAP,respiratory,suspected
2634-33-5,"1,2-BENZISOTHIAZOLIN-3-ONE",HAZMAP,skin sense,suspected
2634-33-5,"1,2-BENZISOTHIAZOLIN-3-ONE","HAZMAP, NAP, SNCI",immunotoxicity,suspected
26354-18-7,"2-propenoic acid, 2-methyl-, methyl ester = Stannane, tributylmeacrylate",BKH,endocrine,suspected
2644-70-4,"Hydrazine, monohydrochloride",RTECS,neurotoxicity,suspected
26447-14-3,"PROPANE, 1,2-EPOXY-3-(TOLYLOXY)-",HAZMAP,immunotoxicity,suspected
26447-14-3,"PROPANE, 1,2-EPOXY-3-(TOLYLOXY)-",HAZMAP,skin sense,suspected
26447-14-3,"PROPANE, 1,2-EPOXY-3-(TOLYLOXY)-",RTECS,neurotoxicity,suspected
2646-17-5,OIL ORANGE SS,P65,cancer,recognized
2646-17-5,OIL ORANGE SS,RTECS,gastrointestinal liver,suspected
2646-17-5,OIL ORANGE SS,RTECS,neurotoxicity,suspected
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),"DOSS, RTECS",gastrointestinal liver,suspected
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),KLAA,skin sense,suspected
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),"LADO, MALA, RTECS",cardiovascular blood,suspected
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),"OEHHA-CREL, RTECS",respiratory,suspected
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),P65,cancer,recognized
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),RTECS,neurotoxicity,suspected
26472-00-4,"3A,4,7,7A-TETRAHYDRODIMETHYL-4,7-METHANO-1H-INDENE",RTECS,neurotoxicity,suspected
26530-20-1,OCTHILINONE,"NAP, SNCI",immunotoxicity,suspected
2655-15-4,"2,3,5-TRIMETHYLPHENYL METHYLCARBAMATE",EPA-TRI,neurotoxicity,suspected
26590-20-5,Methyltetrahydrophthalic anhydride,HAZMAP,immunotoxicity,suspected
26590-20-5,Methyltetrahydrophthalic anhydride,HAZMAP,respiratory,suspected
26590-20-5,Methyltetrahydrophthalic anhydride,HAZMAP,skin sense,suspected
26601-64-9,HEXA-PCB,P65-MC,cancer,recognized
26601-64-9,HEXA-PCB,P65-MC,developmental,recognized
26628-22-8,SODIUM AZIDE,"DAN, KLAA, LU, RTECS",neurotoxicity,suspected
26628-22-8,SODIUM AZIDE,"EPA-TRI, RTECS",cardiovascular blood,suspected
26628-22-8,SODIUM AZIDE,FRAZIER,reproductive,suspected
26628-22-8,SODIUM AZIDE,RTECS,gastrointestinal liver,suspected
